nome_da_imagem,caminho_da_imagem,coordenadas_poligonos,descricao_imagem
2022_03_21_11_02_58_98.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_58_98.bmp,[],"Imagem microscópica em escala de cinza mostrando células, possivelmente leveduras, em diferentes níveis de foco. A qualidade da imagem é razoável, mas algumas células estão fora de foco."
2022_03_21_11_02_59_14.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_14.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, em diferentes níveis de foco. A qualidade da imagem é razoável, mas algumas células estão desfocadas."
2022_03_21_11_02_59_23.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_23.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, com algumas apresentando formato oval e outras circular. A imagem possui um fundo relativamente uniforme e algumas pequenas partículas, possivelmente detritos ou outras células menores, estão presentes. A qualidade da imagem é razoável, com foco adequado nas células maiores."
2022_03_21_11_02_59_32.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_32.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes níveis de foco. A imagem apresenta algumas pequenas partículas e artefatos."
2022_03_21_11_02_59_40.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_40.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou células sanguíneas, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme e as células parecem ser circulares ou ovais."
2022_03_21_11_02_59_48.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_48.bmp,[],"Imagem microscópica em escala de cinza mostrando células de formato oval, possivelmente leveduras ou bactérias, em diferentes níveis de foco. A qualidade da imagem é razoável, mas algumas células estão desfocadas."
2022_03_21_11_02_59_57.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_57.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, em diferentes planos focais. A imagem apresenta um fundo relativamente uniforme e as células exibem variação morfológica, com algumas aparentando formato oval e outras mais circular. A qualidade da imagem é razoável, mas algumas células estão fora de foco."
2022_03_21_11_02_59_65.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_65.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme e vários pequenos objetos circulares e ovais, sugestivos de células individuais. A qualidade da imagem é razoável, mas algumas células estão fora de foco."
2022_03_21_11_02_59_73.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_73.bmp,[],"Imagem microscópica em tons de cinza mostrando várias células de levedura, possivelmente Saccharomyces cerevisiae, em diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme e as células parecem estar dispersas aleatoriamente."
2022_03_21_11_02_59_82.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_82.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes graus de foco. A imagem apresenta um fundo relativamente limpo."
2022_03_21_11_02_59_90.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_90.bmp,[],"Imagem em escala de cinza de células, possivelmente hemácias, com diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_02_59_98.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_02_59_98.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes níveis de foco. A imagem apresenta algumas partículas menores que podem ser detritos ou células menores."
2022_03_21_11_03_00_36.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_36.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, com diferentes morfologias e tamanhos. A imagem apresenta um fundo uniforme e as células estão dispersas, algumas apresentando formato ovalado e outras alongado. A qualidade da imagem é razoável, permitindo a visualização das células, porém com alguma perda de nitidez."
2022_03_21_11_03_00_42.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_42.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_00_49.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_49.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes focos. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_00_57.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_57.bmp,[],"Imagem em escala de cinza de células, possivelmente leveduras ou bactérias, em diferentes focos. A imagem apresenta um fundo relativamente uniforme com vários objetos circulares e alguns alongados de tamanhos variados."
2022_03_21_11_03_00_65.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_65.bmp,[],"Imagem em escala de cinza de células, possivelmente leveduras ou algum tipo de organismo unicelular, em microscopia óptica. A imagem apresenta baixo contraste e as células têm forma aproximadamente circular/oval. A qualidade da imagem é razoável, mas poderia ser melhorada com um foco mais nítido."
2022_03_21_11_03_00_73.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_73.bmp,[],"Imagem microscópica em escala de cinza com múltiplas células de formato aproximadamente circular, possivelmente leveduras, em diferentes níveis de foco. A qualidade da imagem é razoável, mas algumas células estão desfocadas."
2022_03_21_11_03_00_82.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_82.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células ovais, possivelmente hemácias, em diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme e poucas impurezas visíveis."
2022_03_21_11_03_00_90.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_90.bmp,[],"Imagem microscópica em escala de cinza mostrando células, possivelmente leveduras, com diferentes graus de foco. Algumas células parecem estar em divisão."
2022_03_21_11_03_00_98.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_00_98.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente hemácias, com diferentes níveis de foco. A imagem apresenta algum ruído de fundo."
2022_03_21_11_03_01_07.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_07.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, em diferentes níveis de foco. A qualidade da imagem é razoável, mas algumas células estão fora de foco."
2022_03_21_11_03_01_15.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_15.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente hemácias, em diferentes níveis de foco. A qualidade da imagem é razoável, mas algumas células estão desfocadas."
2022_03_21_11_03_01_23.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_23.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes morfologias e tamanhos. A qualidade da imagem é razoável, com algum desfoque presente."
2022_03_21_11_03_01_32.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_32.bmp,[],"Imagem em escala de cinza de células, possivelmente leveduras ou algum tipo de organismo unicelular, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_01_40.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_40.bmp,[],"Imagem em escala de cinza de células, possivelmente hemácias, em diferentes níveis de foco. A qualidade da imagem é razoável, permitindo a visualização das estruturas celulares principais."
2022_03_21_11_03_01_57.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_57.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_01_70.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_70.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, com algumas exibindo formato ovalado e outras com formato mais alongado, semelhante a bastonetes. A imagem apresenta um fundo relativamente uniforme e baixo contraste, com algumas pequenas partículas e detritos visíveis. A qualidade da imagem é razoável, mas a resolução e o foco poderiam ser melhores para uma análise mais precisa da morfologia celular."
2022_03_21_11_03_01_77.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_77.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme e as células parecem ser circulares ou ovais."
2022_03_21_11_03_01_84.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_84.bmp,[],"Imagem em escala de cinza de células, possivelmente em microscopia de campo claro. A imagem apresenta várias células circulares de diferentes tamanhos e intensidades, algumas com uma aparência anelar. A qualidade da imagem é razoável, mas ligeiramente desfocada."
2022_03_21_11_03_01_90.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_01_90.bmp,"[{""poligono_xy"": [[75, 55], [90, 45], [100, 50], [90, 60], [75, 60]]}, {""poligono_xy"": [[45, 255], [65, 245], [85, 260], [70, 280], [50, 285]]}, {""poligono_xy"": [[140, 85], [155, 75], [170, 90], [155, 100], [140, 90]]}, {""poligono_xy"": [[230, 250], [250, 240], [260, 250], [255, 265], [235, 270]]}, {""poligono_xy"": [[360, 370], [370, 365], [380, 370], [375, 380], [365, 380]]}, {""poligono_xy"": [[430, 440], [440, 430], [455, 440], [450, 460], [435, 460]]}, {""poligono_xy"": [[240, 80], [250, 70], [260, 75], [260, 90], [245, 90]]}, {""poligono_xy"": [[350, 65], [360, 55], [380, 60], [380, 75], [360, 80]]}, {""poligono_xy"": [[475, 70], [485, 60], [500, 70], [490, 80], [480, 80]]}]",Imagem microscópica em escala de cinza com baixa resolução mostrando possíveis leveduras e algumas bactérias em forma de bastonete. A imagem está ligeiramente fora de foco.
2022_03_21_11_03_02_11.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_11.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, com algumas em foco e outras fora de foco. A qualidade da imagem é razoável, mas a falta de foco em algumas áreas dificulta a segmentação precisa."
2022_03_21_11_03_02_17.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_17.bmp,"[{""poligono_xy"": [[220, 180], [240, 170], [260, 180], [260, 200], [240, 210], [220, 200]]}, {""poligono_xy"": [[350, 20], [370, 20], [370, 35], [350, 35]]}, {""poligono_xy"": [[550, 440], [570, 450], [580, 470], [570, 490], [550, 480], [540, 460]]}, {""poligono_xy"": [[880, 550], [920, 540], [940, 560], [930, 590], [900, 600], [870, 580]]}, {""poligono_xy"": [[840, 880], [860, 870], [880, 880], [890, 900], [870, 910], [850, 900]]}, {""poligono_xy"": [[710, 910], [740, 900], [760, 920], [750, 940], [720, 950], [700, 930]]}, {""poligono_xy"": [[900, 910], [920, 910], [920, 930], [900, 930]]}, {""poligono_xy"": [[450, 550], [470, 540], [490, 560], [480, 580], [460, 580], [450, 570]]}, {""poligono_xy"": [[390, 670], [410, 660], [420, 680], [400, 690]]}, {""poligono_xy"": [[230, 780], [260, 780], [270, 800], [250, 810], [220, 800]]}, {""poligono_xy"": [[560, 570], [580, 565], [590, 580], [580, 595], [560, 590]]}, {""poligono_xy"": [[50, 40], [65, 30], [75, 45], [65, 60], [50, 50]]}, {""poligono_xy"": [[40, 220], [50, 210], [60, 230], [50, 240], [30, 230]]}]","Imagem microscópica em escala de cinza mostrando células de levedura, possivelmente Saccharomyces cerevisiae, com algumas em brotamento. A imagem tem um fundo relativamente uniforme e as células apresentam diferentes níveis de foco."
2022_03_21_11_03_02_31.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_31.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, em diferentes focos. A qualidade da imagem é razoável, mas a baixa resolução e o contraste dificultam a delineação precisa das células."
2022_03_21_11_03_02_39.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_39.bmp,[],"Imagem microscópica em escala de cinza mostrando uma variedade de células, possivelmente leveduras e bactérias, com diferentes morfologias e tamanhos. A qualidade da imagem é razoável, mas algumas células estão fora de foco."
2022_03_21_11_03_02_47.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_47.bmp,"[{""poligono_xy"": [[70, 270], [90, 240], [120, 230], [140, 240], [160, 270], [140, 300], [120, 310], [90, 300]]}, {""poligono_xy"": [[100, 410], [120, 390], [150, 385], [170, 395], [180, 415], [170, 435], [150, 440], [120, 430]]}, {""poligono_xy"": [[40, 490], [60, 470], [90, 470], [110, 490], [90, 510], [60, 510]]}, {""poligono_xy"": [[440, 80], [470, 60], [500, 60], [520, 80], [500, 100], [470, 100]]}, {""poligono_xy"": [[200, 120], [230, 100], [260, 100], [280, 120], [260, 140], [230, 140]]}, {""poligono_xy"": [[360, 110], [380, 90], [400, 90], [420, 110], [400, 130], [380, 130]]}, {""poligono_xy"": [[110, 580], [130, 560], [160, 560], [180, 580], [160, 600], [130, 600]]}, {""poligono_xy"": [[590, 150], [620, 130], [650, 130], [670, 150], [650, 170], [620, 170]]}, {""poligono_xy"": [[660, 580], [690, 560], [720, 560], [740, 580], [720, 600], [690, 600]]}, {""poligono_xy"": [[570, 450], [590, 430], [610, 430], [630, 450], [610, 470], [590, 470]]}, {""poligono_xy"": [[350, 420], [370, 400], [400, 400], [420, 420], [400, 440], [370, 440]]}, {""poligono_xy"": [[510, 600], [540, 580], [570, 580], [590, 600], [570, 620], [540, 620]]}, {""poligono_xy"": [[550, 290], [580, 270], [610, 270], [630, 290], [610, 310], [580, 310]]}, {""poligono_xy"": [[700, 330], [730, 310], [750, 310], [770, 330], [750, 350], [730, 350]]}]","Imagem microscópica em tons de cinza de células, possivelmente leveduras, com foco variável."
2022_03_21_11_03_02_56.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_56.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes morfologias e tamanhos. A imagem apresenta um fundo relativamente uniforme e as células estão dispersas. A qualidade da imagem é razoável, mas algumas células estão ligeiramente desfocadas."
2022_03_21_11_03_02_72.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_72.bmp,[],"Imagem em escala de cinza de células, possivelmente hemácias, em baixa resolução e com foco variável."
2022_03_21_11_03_02_81.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_81.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou células sanguíneas, com diferentes graus de foco. A imagem apresenta alguns artefatos e ruído."
2022_03_21_11_03_02_89.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_89.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme e as células aparentam ser circulares ou ovais."
2022_03_21_11_03_02_97.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_02_97.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, em diferentes focos. A qualidade da imagem é razoável, mas a falta de nitidez em algumas áreas dificulta a segmentação precisa."
2022_03_21_11_03_03_06.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_06.bmp,[],"Imagem em escala de cinza de células, possivelmente leveduras ou bactérias, em diferentes níveis de foco. A imagem parece ser uma micrografia óptica."
2022_03_21_11_03_03_14.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_14.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou algum outro tipo de microorganismo unicelular. A imagem apresenta um fundo relativamente uniforme e as células estão dispersas e fora de foco."
2022_03_21_11_03_03_23.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_23.bmp,[],"Imagem microscópica em escala de cinza mostrando células, possivelmente hemácias e outros componentes sanguíneos, com diferentes níveis de foco."
2022_03_21_11_03_03_31.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_31.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente hemácias, com diferentes níveis de foco. A imagem apresenta alguns artefatos e ruído."
2022_03_21_11_03_03_40.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_40.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme e vários pequenos objetos escuros de formato oval ou circular, sugestivos de células individuais. A qualidade da imagem é razoável, mas algumas células estão fora de foco."
2022_03_21_11_03_03_48.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_48.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_03_56.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_56.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_03_65.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_65.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_03_73.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_73.bmp,"[{""poligono_xy"": [[54, 50], [62, 44], [76, 48], [72, 58], [62, 62]]}, {""poligono_xy"": [[250, 52], [256, 46], [266, 44], [274, 50], [272, 62], [262, 64], [254, 60]]}, {""poligono_xy"": [[908, 908], [918, 900], [932, 906], [930, 920], [916, 924]]}, {""poligono_xy"": [[48, 306], [58, 294], [74, 300], [68, 314], [54, 318]]}, {""poligono_xy"": [[186, 450], [200, 434], [222, 446], [218, 470], [196, 478]]}, {""poligono_xy"": [[262, 488], [278, 474], [300, 488], [296, 508], [278, 508]]}, {""poligono_xy"": [[748, 536], [766, 520], [792, 530], [788, 550], [764, 556]]}, {""poligono_xy"": [[878, 786], [888, 778], [902, 782], [900, 796], [888, 800]]}, {""poligono_xy"": [[20, 756], [24, 746], [36, 750], [34, 762], [22, 766]]}, {""poligono_xy"": [[926, 52], [940, 42], [956, 48], [956, 64], [944, 70]]}, {""poligono_xy"": [[820, 820], [840, 812], [862, 830], [852, 852], [826, 848]]}]","Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, em diferentes formas e tamanhos. A qualidade da imagem é razoável, mas com algum ruído de fundo."
2022_03_21_11_03_03_82.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_82.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células circulares, possivelmente leveduras ou células sanguíneas, em um fundo relativamente uniforme. A imagem apresenta uma resolução moderada e um contraste razoável, permitindo a visualização das células. Algumas células parecem estar ligeiramente fora de foco."
2022_03_21_11_03_03_90.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_03_90.bmp,[],"Imagem microscópica em tons de cinza mostrando células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_04_05.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_05.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_04_13.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_13.bmp,"[{""poligono_xy"": [[145, 110], [170, 100], [190, 110], [195, 135], [175, 150], [140, 140]]}, {""poligono_xy"": [[290, 270], [310, 260], [335, 280], [340, 310], [310, 325], [285, 310]]}, {""poligono_xy"": [[465, 280], [490, 265], [515, 285], [525, 315], [500, 330], [465, 315]]}, {""poligono_xy"": [[605, 90], [630, 80], [660, 100], [670, 125], [645, 140], [615, 125]]}, {""poligono_xy"": [[700, 220], [725, 200], [750, 220], [760, 250], [735, 270], [705, 255]]}, {""poligono_xy"": [[850, 850], [875, 835], [900, 850], [910, 880], [885, 895], [855, 880]]}, {""poligono_xy"": [[45, 255], [60, 235], [85, 260], [90, 290], [65, 310], [45, 290]]}]","Imagem microscópica em escala de cinza de células, possivelmente células sanguíneas, com diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_04_19.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_19.bmp,[],"Imagem microscópica em tons de cinza mostrando diversas células, possivelmente leveduras, com diferentes morfologias e tamanhos. A imagem está ligeiramente desfocada, dificultando a segmentação precisa das células."
2022_03_21_11_03_04_26.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_26.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras ou bactérias, em diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme e as células parecem ter uma forma variada, algumas ovais e outras mais alongadas."
2022_03_21_11_03_04_33.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_33.bmp,[],"Imagem microscópica em escala de cinza mostrando diversas células, possivelmente leveduras, em diferentes estágios de brotamento. A imagem apresenta um fundo relativamente uniforme e as células exibem diferentes níveis de contraste."
2022_03_21_11_03_04_46.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_46.bmp,[],"Imagem em escala de cinza de células, possivelmente leveduras, em diferentes níveis de foco. A imagem apresenta um fundo relativamente uniforme com algumas pequenas partículas, além das células mais proeminentes."
2022_03_21_11_03_04_52.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_52.bmp,[],"Imagem microscópica em tons de cinza mostrando células circulares, possivelmente leveduras ou algum tipo de célula sanguínea, dispersas em um meio líquido. A imagem possui resolução moderada e um contraste razoável, permitindo a visualização das células."
2022_03_21_11_03_04_60.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_60.bmp,[],"Imagem microscópica em escala de cinza de células, possivelmente leveduras, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
2022_03_21_11_03_04_73.bmp,C:\Users\sthem\OneDrive\Documentos\GitHub\master-2025\7-gemini\train\2022_03_21_11_03_04_73.bmp,[],"Imagem em escala de cinza de células, possivelmente leveduras ou bactérias, com diferentes graus de foco. A imagem apresenta um fundo relativamente uniforme."
